name,flower_lang,info,type
꽃아까시나무,단결,"우리가 주변에서 흔히 볼 수 있는 아카시아나무와는 같은 콩과식물이다. 이 아카시아 나무도 실은 아까시나무라 불러야 옳다. 북한에서는 장미색아카시아나무라 불리니 이름만 들어도 어떤 색의 꽃이 피는지 알 수 있다. 봄 내내 산불 때문에 입산을 통제하는 것이 보통인데, 이 아까시나무들이 꽃을 피우기 시작하면 해제된다. 이 때가 산야의 모든 생명들이 생장이 가장 왕성할 때로 이제 불이난다 해도 번지지 않을만큼 식물들의 몸에 수분이 가득하기 때문이다. ","원산지는 미국남부이며 우리나라에 귀화된지 오래되었다. 5~6월에 연한 홍색으로 피며 가지에 붉은 털과 같은 가시가 밀생한다. 아까시나무는 큰키나무이지만, 꽃아까시나무는 키가 작은 나무이다."
철쭉,"정열, 명예","철쭉은 종류도 많고 이름도 가지가지다. 우리나라에 자생하는 것으로 진달래, 참꽃나무, 철쭉(일명 개꽃나무) 등이 있다. 서양철쭉들은 아잘레아라고 하는데 유럽에서 개량된 원예종으로 분화용들이 많다. 최근에는 일본에서 개량된 종들도 많으며 사계절 꽃이 피는 사계철쭉도 있다. 오늘의 꽃은 노지 화단에 심을 수 있는 우리 철쭉을 중심으로 소개한다.","자생 철쭉은 연분홍색 꽃을 피우며 동그랗게 모여 난 잎도 예쁘다. 이와 다른 것으로 꽃색이 더 진하고 잎 모양도 다른 산철쭉이 있다. 영산홍이라 알려져 있는 철쭉은 일본에서 원예종으로 개발된 것으로 도로변에 가장 많이 심기고 있다. 해마다 5월이면 한라산, 지리산, 소백산에서 철쭉제가 열린다. 자세히 보면 이들 자생지가 특정 해발(높이)에만 분포하고 있는데 보통 500∼600m정도에 집중적으로 띠를 이루며 분포한다. 진달래과의 낙엽활엽수 관목이다."
당아욱,"자애, 어머니의 사랑","연분홍 바탕에 자줏빛 맥을 지닌 이 꽃을 보면 누구나 가던 길을 멈추고 돌아본다. 어머니의 사랑은 이런 것이 아닌가 한다. 한참이 지나도 생각나고 또 생각나서 잊을수가 없는....
",당아욱은 중국원산으로 되어 있으나 우리나라 울릉도 바닷가에도 자라는 아욱과의 이년초이다. 개량된 것들이 많아 품종에 따라 여러가지 색깔의 꽃을 피운다.
루피너스,"탐욕, 삶의 욕구","영명인 lupine은 '이리의', '탐욕한', '약탈적인' 등의 뜻이 있는데, 꽃말과 영명을 종합해 보면 이 식물이 그만큼 번식력이 강하여 주변의 식생과 경합을 벌여도 쉽게 이긴다는 것을 의미한다. 긴 꽃대에 다닥다닥 붙어있는 꽃을 보면 살고자 하는 강한 욕구가 엿보인다.
","지구상에 약 200여 종이 분포하는데 대부분 지중해, 아프리카 북부, 아메리카 중북부가 원산지다. 자생지에는 일년생이나 다년생인 것들과 반상록성이나 상록성인 것들이 있으며 덩굴을 형성하는 것들도 있다. 봄이나 초여름에 포기 가운데에서 직립으로 꽃대가 나오는데 꽃 모양이 특이하다. 빗살모양으로 퍼진 잎을 가졌으며 꽃은 분홍, 노랑 빨간색 등이 있는데 밑에서부터 피어 점차 위로 올라가면서 핀다."
칠엽수,천재,칠엽수의 다른 이름인 마로니에는 시나 산문 등 문학을 사랑하는 사람들이 즐겨쓰는 용어로 인터넷 동아리도 많이 만들어져 있다. 꽃말이 천재인 것을 보면 문학하는 사람들의 창조력은 자타가 공인해주나 보다. 우리나라에서 이 나무가 잘 심겨진 곳으로는 서울 동숭동에 있는 전 서울대 문리대 교정이 있다. 이곳은 문학을 즐기는 수많은 젊은이들에게 마음의 고향이기도 하다.,"칠엽수는 지구상에 약 15종이 분포하는데, 중앙 및 동부 유럽, 히말라야, 동아시아 및 북미지역의 숲속에 자생한다. 대부분 목본성이지만 덩굴성인 것도 있다. 너도밤나무과에 속한다."
모란,"부귀, 영화, 성실","<p>모란을 보면 김영랑님의 &#39;모란이 피기까지는&#39; 시도 생각나고, 향기가 없는 꽃이라 말했던 선덕여왕도 생각난다. 그러나 실제로 모란은 양귀비에 비유될 정도로 아름다운 꽃을 피우며 향기 또한 매우 은은하다.</p>
","<p>중국원산이며 모란과의 낙엽성 관목이다. 흔히 작약과 모란(목단피라고 함)이 같은 속의 식물이고 모양도 비슷해 혼동하기 쉬운데, 작약은 초본성이지만 모란은 목본성인 점이 크게 다르다. 모란은 키가 2m정도까지 자라며 꽃은 5월에 피는데 꽃의 지름이 15cm이상으로 작약보다 큰 편이다. 열매가 9월에 익는데 익은 후 터져 둥글고 검은 작은 종자들이 나온다.</p>
"
해당화,"온화, 원망","옛날 우리 선조들이 논에서 일하며 부른 노래 중에 '메나리'(노동요에 수록)라는 것이 있는데, 여기 가사에 해당화라는 용어가 들어있어 그만큼 역사를 가진 식물로 볼 수 있다. 척박한 모래땅에 뿌리를 박고 멀리 바다를 향해 꽃을 피워내는 모습을 의인화한 시나 노래가 무척이나 많은 걸 보면 해당화는 매력 넘치는 식물이다.","장미과 식물이며 꽃이 홍자색으로 5-7월에 피고 열매는 9월부터 익는다. 전국 바닷가에 자생했으나 개발로 인해 설자리를 점차 잃어가고 있다. 애틋함이 느껴지는 꽃과 향기, 붉게 달리는 열매, 더불어 짙은 주황빛으로 변하는 가을 잎까지 어느 것 하나 버릴 것 없는 식물이다. 열매에는 비타민C가 많아 어느 식물학자는 Sea tomato라고도 불렀다."
하늘나리,"길들여지지 않음, 변치 않는 귀여움"," 하늘에 흘러가는 구름을 닮고픈 걸까, 이글거리는 태양을 닮고픈 걸까. 여러 자생 나리들 중에서 진짜 나리는 나야! 라고 소리치는 듯 하다. 당당하게 하늘을 우러러 보는 모습이 때 묻지 않은 산골소녀의 해맑은 모습을 보는 것 같기도 하다.",백합과의 여러해살이 풀이다. 깊은 산 햇빛이 잘 드는 곳에서 자라며 긴 선형의 잎이 어긋나게 달린다. 짙은 주홍빛에 자주색반점이 있는 꽃이 하늘을 향해 핀다.
물푸레나무,겸손,물푸레나무에는 푸르름을 간직하는 모든 빛이 들어있는 것 같다. 그 속에는 하늘과 물빛이 녹아있고 파르라니 물들인 스님의 옷자락이 담겨있다. 이름만으로는 여린 듯 가냘픈 표정이지만 수많은 선비들의 회초리가 되어 전념케 했던 강한 내성을 가지고 있다. 한자이름 그대로 물을 푸르게 하는 나무이다(수청목;水靑木). 이 나무의 껍질을 벗겨 물에 담그면 정말 물이 파래진다.,"지구상에 약 65종이 있으며 유럽, 아시아, 아메리카가 주 분포지역이다. 물푸레나무과에 속하며 이 속 식물로 우리나라에는 들메나무, 물푸레나무, 쇠물푸레, 백운쇠물푸레, 미국물푸레, 구주물푸레, 붉은물푸레 등 7종 4변종이 있다. 물푸레나무는 키가 10m까지 자라는 낙엽교목이지만 보통은 관목으로 취급된다. 열매는 단풍나무처럼 날개가 붙어 있는 시과(翅果)로 9월에 익는다."
백합나무(튤립나무),조용,"나무가 너무 높아 꽃이 언제 피는지 유심히 보지 않고는 잘 모른다. 햇빛을 받으면 연두, 노랑 그리고 주황빛이 꽃잎에 베어 나오는데 그 모습이 마치 등잔 같아서 다음해가 또 기다려진다. 잎 모양은 얼굴을 가릴만큼 크고 여우의 얼굴을 닮아 아이들과 가면놀이를 하기에도 좋다. 속명의 Liriodendron은 백합과나무를 뜻하는 말을 합친 합성어이며, 종명의 tulipifera는 꽃 모양이 튜립을 닮아서다.","백합나무는 중국, 아메리카 북부, 베트남지역에 널리 분포하는 종으로 단 2종이 살고 있는 희귀종에 속한다. 이름에서 나타나듯이 꽃은 백합(나리) 모양인데, 구근이나 초본류가 아닌 목본류이다. 즉 꽃이 목련이나 백합 등을 닮은 나무이다. 백합나무는 낙엽성의 교목으로 5-6월에 종 모양의 녹황색 꽃이 1개씩 달린다. 잎은 어긋나기하며 연녹색으로 끝이 수평을 이룬다."
붓꽃,"좋은 소식, 사랑의 메시지",산길을 걷다가 혹은 수로변을 걷다가 보라색의 붓꽃을 발견하면 왠지 좋은 소식이 올 것만 같은 예감이 든다. 검같이 죽죽 뻗은 잎들 또한 보는 이의 마음을 시원스럽게 만들어줘 한결 운치를 더한다.,"전국의 산과 들의 습한 곳에 자라는 붓꽃과의 여러해살이풀이다. 우리 땅에 자생하는 붓꽃 종류로는 키가 작은 '각시붓꽃', 키도 크고 보라색 꽃잎인 '꽃창포', 키가 작으며 꽃이 노란 '노랑붓꽃', 잎이 타래처럼 비틀려 꼬이는 '타래붓꽃', 뿌리를 닦는 솔로 이용했다는 '솔붓꽃' 등이 있으며 이름만큼이나 예쁜 꽃과 잎들을 갖고 있다."
스타티스,영원한 사랑,물에 꽂거나 말려도 늘 같은 꽃색과 모양을 유지하고 있으니 '영원하다' 라는 말이 잘 어울린다. 바스락거릴 것 같은 꽃잎(꽃받침)이 인상적이며 진하지 않은 은은한 꽃색이 마음을 편하게 해준다.,"스타티스에는 두 종류가 있다. 하나는 일년생인 '스타티스시누아타'이고, 다른 하나는 숙근성인 '숙근스타티스'이다. 그래서 그냥 '스타티스' 하면 일년생(사실은 2년생)을 말한다. 이 두 종류 모두 갯질경이과의 리모니움속에 속하는 식물인데 이 속에는 세계적으로 약 200여종이 있다."
개오동나무  ,고상,예전에 어른들은 여자아이가 태어나면 오동나무를 심으라 하셨다. 아이가 시집갈 때쯤이면 베어서 가구를 만들 수 있을 정도로 빨리 자라는 나무이기 때문이었으리라. 꽃색이 온화하며 고운 털로 쌓인 듯한 꽃모양과 더불어 그 향이 은은하여 고상함이 돋보인다. 오늘 이야기는 오동나무에 대한 것이다.,오동나무는 현삼과의 낙엽활엽수로 큰키나무지만 개오동나무나 꽃오동나무는 능소화과의 목본성 덩굴성으로 분류된다.
은방울꽃,틀림없이 행복해 집니다.,"향기가 무척 매혹적이어서 '향수화'라는 향명을 가지고 있다. '골짜기의 백합', '5월의 작은 종', '당신의 그림자 풀', '천국의 계단', '요정들의 찻잔' 등 모두가 은방울꽃을 지칭하는 말이니 이 꽃을 본 사람은 누구든지 반하고 말 것이다. ","은방울꽃은 세계적으로 3종이 분포하며, 그 중 한 종이 우리나라와 중국, 일본에 분포하는 은방울꽃이다. 백합과의 여러해살이 풀이며 전국 산야의 반그늘진 곳에 살고 있다. 시원스러운 두장의 잎과 길게 뻗은 꽃대에 달린 꽃망울이 참 예쁘며 가을에 달리는 빨간 열매도 관상가치가 있다."
작약,수줍음,사랑하는 님을 따라 꽃이 되어버린 공주의 혼이 어디에 내놓아도 손색이 없는 기품을 가진 꽃이 되었다. 먼저가신 님은 모란이 되었고 그 옆에 남아있게 해달라고 빌어서 작약이 되었다는 이야기가 전해져 온다. 누구나 좋아하는 서양의 꽃이 장미라면 그에 대적할만한 동양의 꽃으로 볼 수 있다.,"원종은 약 30여종이 분포하는데, 주로 유럽, 아시아 동부, 북미 등지의 초원에 자생한다. 미나리아재비과의 여러해살이 풀이며 뿌리가 백색인 것은 백작약, 뿌리가 적색인 것을 적작약이라 한다. 작약은 꽃이 크고 화려해 화훼선진국에서는 원예종으로 많이 개발하고 있으며, 이미 품종으로 나온 것만 해도 무수히 많다."
장미,"열렬한 사랑, 질투, 순결","꽃색마다 담겨져 있는 의미가 다른 장미는 꽃의 대명사라 할 정도로 전세계 사람들이 가장 선호하는 꽃이다. 오래된 역사만큼이나 장미에 대한 이야기도 다양하다. 신화속의 비너스 여신으로부터 지금에 이르기까지 ""사랑"" 이야기에는 빠지지 않고 등장하는 꽃이기도 하다.","장미는 학명에 나왔듯이 Rosa속에 속하는 식물인데, 약 200여종 정도의 야생종이 아시아, 유럽, 아프리카나 아메리카 북부에 자생하고 있다. 장미는 크게 두 가지로 구분되는데 울타리 등 경계부에 심겨지는 덩굴장미와 꽃꽂이용으로 쓰이는 절화장미로써 덩굴성으로 자라는 것들이 많다."
용머리,승천,꽃 모양이 이름 그대로 용의 머리를 닮아서 붙여진 이름이다. 힘 있고 기괴한 용의 모습보다는 보는 각도에 따라 해학적인 모습이 담겨져 있는 것 같기도 하다.,꿀풀과의 여러해살이풀로써 전국의 깊은 산 숲속 또는 숲 가장자리에 자생한다. 벌깨덩굴과 닮았으나 용머리의 꽃이 훨씬 더 푸르며 바늘같이 생긴 잎을 가진 점이 다르다.
불두화,"은혜, 베품",둥근형태의 꽃 모양이 부처님 머리모양을 닮았다 하여 불두화라 하였다. 순백으로 피어 풍성한 불두화를 화병에 꽂아 들여놓으면 집안 전체가 환해지는 느낌이 든다.,인동과의 낙엽지는 작은키나무이다. 불두화는 백당나무의 유성화를 없애버리고 무성화의 꽃잎만 자라게 한 원예품종이다. 공 모양의 커다랗게 핀 꽃이 인상적이다.
뻐꾹채,나그네,꽃봉오리 모습이 뻐꾸기 가슴 털을 쏙 빼닮아 뻐꾹채라는 이름을 지녔다고는 하지만 가만히 보면 알에서 깨어난 지 한달쯤 되는 어린 새의 머리를 더 닮았다는 생각이 든다. 요즘은 산에 가도 잘 볼수 없는 식물이 되어 아쉽지만 여러 노력 끝에 관상용으로나마 볼 수 있게 되어 반갑다.,국화과의 여러해살이풀이며 산지의 양지바르고 건조한 땅에서 자생한다. 관모는 솔방울을 닮았고 관모줄기나 잎 모두가 흰털로 덮여 있다.
산마늘,마음을 편하게 가지세요.,산마늘의 넓적한 잎을 보면 독특한 향의 풍미에 쌈 생각이 절로 난다. 울릉도에서는 '명이나물'이라고 불리는데 오래 전에 그곳 주민들에게는 생명을 이어주는 소중한 먹거리였을 것이다. 일본에서는 수도승이 즐겨먹는다 하여 '행자마늘'이라고도 한다.,"백합과의 여러해살이풀이다. 한국, 중국, 일본 등지에 분포하며 우리나라에서는 높은 산의 숲속에서 자생한다. 쌈 채소로 알려지면서 자생지에서 남획이 우려되고 있는 식물 중의 하나이다."
